CONT_NO,CONT_YYMM,MBR_NO,PLAN_ID,CALL_ID,STATUS,CALL_CAT,CRT_DATE,UPD_DATE,IS_COMPLAINT
CONT1021,202201,MBR005044,PLANB3,CALL245845,W,AP,2024-11-03,2024-11-03,0
CONT1021,202201,MBR005045,PLANB3,CALL142725,C,PR,2023-07-11,2023-07-20,0
CONT1021,202201,MBR005045,PLANB3,CALL776883,W,PR,2024-04-16,2024-05-01,0
CONT1021,202201,MBR005046,PLANB3,CALL972200,O,XP,2022-06-27,2022-07-14,0
CONT1021,202201,MBR005050,PLANB3,CALL728478,C,AC,2024-12-16,2025-01-05,0
CONT1021,202201,MBR005051,PLANB3,CALL829809,C,BP,2022-10-22,2022-10-26,0
CONT1021,202201,MBR005052,PLANB3,CALL641503,O,AR,2022-11-28,2022-12-22,0
CONT1021,202201,MBR005056,PLANB3,CALL807439,W,MT,2023-11-10,2023-12-04,1
CONT1021,202201,MBR005056,PLANB3,CALL756701,C,XP,2022-07-26,2022-08-17,1
CONT1021,202201,MBR005058,PLANB3,CALL288392,C,AR,2024-05-07,2024-05-28,0
CONT1021,202201,MBR005058,PLANB3,CALL908637,W,XC,2022-02-01,2022-02-22,1
CONT1021,202201,MBR005059,PLANB3,CALL627823,W,AR,2022-01-01,2022-01-04,0
CONT1021,202201,MBR005063,PLANB3,CALL211933,C,XC,2022-05-16,2022-05-16,0
CONT1021,202201,MBR005065,PLANB3,CALL211509,O,BC,2022-11-12,2022-12-03,0
CONT1021,202201,MBR005065,PLANB3,CALL167820,W,BC,2023-05-24,2023-06-05,0
CONT1021,202201,MBR005065,PLANB3,CALL239166,O,PR,2023-04-18,2023-04-29,0
CONT1021,202201,MBR005066,PLANB3,CALL311660,O,AR,2024-04-23,2024-05-08,0
CONT1021,202201,MBR005066,PLANB3,CALL365718,W,AC,2023-08-11,2023-09-05,0
CONT1021,202201,MBR005067,PLANB3,CALL206021,C,AC,2024-08-01,2024-08-12,0
CONT1021,202201,MBR005068,PLANB3,CALL580605,O,MT,2024-07-22,2024-08-17,0
CONT1021,202201,MBR005069,PLANB3,CALL489401,W,VP,2022-04-30,2022-05-05,0
CONT1021,202201,MBR005069,PLANB3,CALL308188,C,XC,2022-12-28,2023-01-14,0
CONT1021,202201,MBR005069,PLANB3,CALL826220,W,BC,2024-04-13,2024-05-04,1
CONT1021,202201,MBR005069,PLANB3,CALL988770,O,BP,2022-12-26,2022-12-29,0
CONT1021,202201,MBR005071,PLANB3,CALL537532,C,MT,2024-01-17,2024-02-01,0
CONT1021,202201,MBR005072,PLANB3,CALL559035,O,AC,2023-04-20,2023-05-13,1
CONT1021,202201,MBR005073,PLANB3,CALL414424,O,AR,2023-01-17,2023-02-04,0
CONT1021,202201,MBR005073,PLANB3,CALL532055,O,PR,2023-08-12,2023-09-07,0
CONT1021,202201,MBR005073,PLANB3,CALL107012,O,BC,2022-06-28,2022-07-20,0
CONT1021,202201,MBR005074,PLANB3,CALL523963,C,PR,2022-11-19,2022-11-25,0
CONT1021,202201,MBR005076,PLANB3,CALL343438,O,BC,2022-08-11,2022-08-11,0
CONT1021,202201,MBR005077,PLANB3,CALL793332,W,MT,2023-04-20,2023-05-05,0
CONT1021,202201,MBR005077,PLANB3,CALL388724,O,XC,2024-12-27,2024-12-28,0
CONT1021,202201,MBR005078,PLANB3,CALL118466,W,MT,2022-05-11,2022-05-11,1
CONT1021,202201,MBR005078,PLANB3,CALL865063,W,BC,2024-02-23,2024-03-12,0
CONT1021,202201,MBR005080,PLANB3,CALL454899,C,XC,2023-02-01,2023-02-05,0
CONT1021,202201,MBR005080,PLANB3,CALL169068,W,XC,2023-01-15,2023-02-09,0
CONT1021,202201,MBR005082,PLANB3,CALL858573,O,VP,2022-10-09,2022-10-26,0
CONT1021,202201,MBR005082,PLANB3,CALL896650,W,MT,2024-06-11,2024-06-12,0
CONT1021,202201,MBR005083,PLANB3,CALL610727,C,AP,2022-12-10,2022-12-20,0
CONT1021,202201,MBR005084,PLANB3,CALL749805,C,AC,2023-02-13,2023-02-19,0
CONT1021,202201,MBR005086,PLANB3,CALL173426,C,MT,2023-01-19,2023-02-04,0
CONT1021,202201,MBR005087,PLANB3,CALL183140,C,XC,2024-03-10,2024-03-16,1
CONT1021,202201,MBR005087,PLANB3,CALL235252,C,MT,2022-02-06,2022-03-04,1
CONT1021,202201,MBR005087,PLANB3,CALL483576,W,XC,2023-01-12,2023-01-24,0
CONT1021,202201,MBR005089,PLANB3,CALL234414,O,AP,2024-11-06,2024-11-26,0
CONT1021,202201,MBR005090,PLANB3,CALL303720,W,VP,2022-01-22,2022-01-31,1
CONT1021,202201,MBR005090,PLANB3,CALL533364,C,XC,2022-08-16,2022-08-17,0
CONT1021,202201,MBR005091,PLANB3,CALL569297,O,VP,2024-09-11,2024-10-09,0
CONT1021,202201,MBR005091,PLANB3,CALL875773,C,AP,2024-05-31,2024-06-12,0
CONT1021,202201,MBR005091,PLANB3,CALL774279,O,VP,2024-03-03,2024-03-14,1
CONT1021,202201,MBR005094,PLANB3,CALL362539,C,BP,2023-03-19,2023-04-04,0
CONT1021,202201,MBR005095,PLANB3,CALL457882,O,MT,2024-09-19,2024-10-12,0
CONT1021,202201,MBR005095,PLANB3,CALL422206,C,PR,2022-04-17,2022-04-17,1
CONT1021,202201,MBR005096,PLANB3,CALL950739,W,PR,2023-08-16,2023-08-16,0
CONT1021,202201,MBR005096,PLANB3,CALL622698,C,BP,2023-01-15,2023-02-12,0
CONT1021,202201,MBR005097,PLANB3,CALL674100,W,VP,2022-12-22,2023-01-05,0
CONT1021,202201,MBR005098,PLANB3,CALL384752,C,AR,2022-11-29,2022-12-10,0
CONT1021,202201,MBR005099,PLANB3,CALL300263,C,MT,2023-03-31,2023-04-23,0
CONT1021,202201,MBR005100,PLANB3,CALL387183,C,AC,2023-10-23,2023-11-07,0
CONT1021,202201,MBR005101,PLANB3,CALL144212,O,XC,2022-01-27,2022-01-31,0
CONT1021,202201,MBR005101,PLANB3,CALL591544,O,PR,2024-10-24,2024-11-02,0
CONT1021,202201,MBR005101,PLANB3,CALL781161,W,PR,2023-11-12,2023-11-25,0
CONT1021,202201,MBR005101,PLANB3,CALL727604,W,MT,2023-12-13,2023-12-18,1
CONT1021,202201,MBR005101,PLANB3,CALL594674,O,MT,2024-07-07,2024-07-11,0
CONT1021,202201,MBR005103,PLANB3,CALL846062,W,AP,2024-08-01,2024-08-11,0
CONT1021,202201,MBR005106,PLANB3,CALL980987,C,PR,2022-03-17,2022-04-15,0
CONT1021,202201,MBR005106,PLANB3,CALL655113,C,VP,2023-04-12,2023-05-10,1
CONT1021,202201,MBR005106,PLANB3,CALL966685,W,AP,2024-05-23,2024-06-09,0
CONT1021,202201,MBR005110,PLANB3,CALL666342,W,AC,2023-01-10,2023-02-07,0
CONT1021,202201,MBR005110,PLANB3,CALL738397,C,AP,2024-02-10,2024-02-19,0
CONT1021,202201,MBR005110,PLANB3,CALL135756,W,XC,2023-09-21,2023-10-19,0
CONT1021,202201,MBR005111,PLANB3,CALL254590,C,AP,2022-07-25,2022-08-12,0
CONT1021,202201,MBR005111,PLANB3,CALL863346,W,VP,2023-09-11,2023-10-08,0
CONT1021,202201,MBR005111,PLANB3,CALL187669,W,BC,2024-11-22,2024-11-23,0
CONT1021,202201,MBR005114,PLANB3,CALL552053,C,XC,2023-06-23,2023-07-19,0
CONT1021,202201,MBR005115,PLANB3,CALL309787,O,BP,2022-09-26,2022-10-03,0
CONT1021,202201,MBR005116,PLANB3,CALL237525,W,BP,2023-10-25,2023-11-07,1
CONT1021,202201,MBR005119,PLANB3,CALL123671,O,XC,2022-01-13,2022-01-15,0
CONT1021,202201,MBR005119,PLANB3,CALL415303,C,AR,2022-11-23,2022-12-14,0
CONT1021,202201,MBR005120,PLANB3,CALL476511,C,VP,2023-04-28,2023-04-30,0
CONT1021,202201,MBR005121,PLANB3,CALL233385,O,AR,2022-12-19,2022-12-22,0
CONT1021,202201,MBR005124,PLANB3,CALL844431,W,AC,2023-11-26,2023-12-07,0
CONT1021,202201,MBR005124,PLANB3,CALL475900,W,AC,2024-12-02,2024-12-20,0
CONT1021,202201,MBR005126,PLANB3,CALL960125,C,AR,2023-07-13,2023-08-03,0
CONT1021,202201,MBR005127,PLANB3,CALL159324,O,XP,2022-11-16,2022-12-05,1
CONT1021,202201,MBR005127,PLANB3,CALL781990,O,BP,2024-10-18,2024-10-29,1
CONT1021,202201,MBR005128,PLANB3,CALL297295,O,XC,2024-06-11,2024-06-28,1
CONT1021,202201,MBR005131,PLANB3,CALL484551,W,BP,2024-06-27,2024-07-02,0
CONT1021,202201,MBR005132,PLANB3,CALL413384,C,BP,2024-02-09,2024-02-14,0
CONT1021,202201,MBR005133,PLANB3,CALL821508,W,BP,2023-10-11,2023-11-01,0
CONT1021,202201,MBR005133,PLANB3,CALL486907,O,BP,2022-09-29,2022-10-01,1
CONT1021,202201,MBR005133,PLANB3,CALL557778,O,VP,2024-04-23,2024-05-04,0
CONT1021,202201,MBR005134,PLANB3,CALL125232,O,XC,2023-11-22,2023-12-12,0
CONT1021,202201,MBR005135,PLANB3,CALL462085,W,BC,2024-07-02,2024-07-03,0
CONT1021,202201,MBR005136,PLANB3,CALL563407,O,BC,2023-09-28,2023-10-15,0
CONT1021,202201,MBR005137,PLANB3,CALL542258,W,BC,2024-04-17,2024-04-23,0
CONT1021,202201,MBR005138,PLANB3,CALL449163,C,AC,2024-03-16,2024-04-09,0
CONT1021,202201,MBR005138,PLANB3,CALL554715,W,XP,2023-08-10,2023-09-07,0
CONT1021,202201,MBR005139,PLANB3,CALL265540,W,BP,2024-10-19,2024-11-08,0
CONT1021,202201,MBR005140,PLANB3,CALL202210,O,AP,2023-01-27,2023-02-09,0
CONT1021,202201,MBR005142,PLANB3,CALL784185,O,XP,2023-11-29,2023-12-15,0
CONT1021,202201,MBR005143,PLANB3,CALL312686,O,BC,2022-06-10,2022-06-10,0
CONT1021,202201,MBR005144,PLANB3,CALL564651,O,BC,2022-04-10,2022-04-20,1
CONT1021,202201,MBR005145,PLANB3,CALL852453,C,MT,2024-05-24,2024-06-07,0
CONT1021,202201,MBR005145,PLANB3,CALL265706,W,VP,2024-01-28,2024-02-02,0
CONT1021,202201,MBR005145,PLANB3,CALL697698,O,BP,2023-06-12,2023-06-24,0
CONT1021,202201,MBR005146,PLANB3,CALL734333,C,MT,2022-03-24,2022-04-08,0
CONT1021,202201,MBR005148,PLANB3,CALL807010,W,XP,2023-02-19,2023-03-11,1
CONT1021,202201,MBR005148,PLANB3,CALL392132,C,BC,2022-01-31,2022-02-23,0
CONT1021,202201,MBR005148,PLANB3,CALL718156,O,BP,2023-10-24,2023-10-24,0
CONT1021,202201,MBR005150,PLANB3,CALL219580,W,VP,2023-06-11,2023-07-04,0
CONT1021,202201,MBR005150,PLANB3,CALL656320,O,BC,2023-06-22,2023-07-13,0
CONT1021,202201,MBR005151,PLANB3,CALL948287,W,AR,2023-07-01,2023-07-10,0
CONT1021,202201,MBR005152,PLANB3,CALL488021,C,XC,2022-11-25,2022-12-10,0
CONT1021,202201,MBR005153,PLANB3,CALL463721,W,AC,2024-04-05,2024-04-16,1
CONT1021,202201,MBR005153,PLANB3,CALL582466,W,AP,2023-01-03,2023-01-08,0
CONT1021,202201,MBR005154,PLANB3,CALL292770,C,VP,2023-11-14,2023-11-15,0
CONT1021,202201,MBR005155,PLANB3,CALL753258,W,VP,2023-01-24,2023-02-10,0
CONT1021,202201,MBR005155,PLANB3,CALL882447,C,VP,2024-08-17,2024-09-07,0
CONT1021,202201,MBR005157,PLANB3,CALL702169,W,BP,2024-11-11,2024-12-07,1
CONT1021,202201,MBR005158,PLANB3,CALL969546,W,BP,2022-04-13,2022-05-12,0
CONT1021,202201,MBR005159,PLANB3,CALL772318,C,AR,2022-09-07,2022-09-23,0
CONT1021,202201,MBR005159,PLANB3,CALL615121,C,MT,2024-07-01,2024-07-25,0
CONT1021,202201,MBR005161,PLANB3,CALL917471,O,XC,2022-10-31,2022-11-21,0
CONT1021,202201,MBR005165,PLANB3,CALL502326,O,BP,2022-10-23,2022-10-27,0
CONT1021,202201,MBR005167,PLANB3,CALL126677,W,XC,2023-06-27,2023-07-12,0
CONT1021,202201,MBR005167,PLANB3,CALL727220,W,BP,2024-05-20,2024-06-12,0
CONT1021,202201,MBR005168,PLANB3,CALL309357,W,BC,2023-09-23,2023-10-22,0
CONT1021,202201,MBR005169,PLANB3,CALL180815,C,BP,2022-12-16,2022-12-30,0
CONT1021,202201,MBR005170,PLANB3,CALL817270,W,XP,2024-11-12,2024-12-11,0
CONT1021,202201,MBR005174,PLANB3,CALL816797,C,AP,2022-03-04,2022-03-07,0
CONT1021,202201,MBR005174,PLANB3,CALL928686,W,VP,2022-05-23,2022-05-28,0
CONT1021,202201,MBR005174,PLANB3,CALL636976,O,BC,2024-04-10,2024-04-24,0
CONT1021,202201,MBR005175,PLANB3,CALL435370,W,AC,2023-05-16,2023-05-27,0
CONT1021,202201,MBR005177,PLANB3,CALL992776,W,BC,2024-09-03,2024-09-24,1
CONT1021,202201,MBR005178,PLANB3,CALL136922,W,XC,2023-06-22,2023-06-24,0
CONT1021,202201,MBR005179,PLANB3,CALL921638,W,AC,2022-08-10,2022-08-12,1
CONT1021,202201,MBR005179,PLANB3,CALL733754,W,AC,2024-10-04,2024-10-30,1
CONT1021,202201,MBR005180,PLANB3,CALL282901,O,XC,2024-11-10,2024-12-05,1
CONT1021,202201,MBR005180,PLANB3,CALL587209,W,AR,2024-12-28,2024-12-28,0
CONT1021,202201,MBR005181,PLANB3,CALL290882,W,XC,2024-10-12,2024-11-09,1
CONT1021,202201,MBR005182,PLANB3,CALL540790,O,PR,2022-08-22,2022-08-26,0
CONT1021,202201,MBR005185,PLANB3,CALL150627,C,PR,2023-02-26,2023-03-27,1
CONT1021,202201,MBR005186,PLANB3,CALL940598,W,AP,2022-03-01,2022-03-02,0
CONT1021,202201,MBR005186,PLANB3,CALL489847,O,XC,2023-04-02,2023-04-17,0
CONT1021,202201,MBR005186,PLANB3,CALL806420,W,VP,2022-10-14,2022-11-05,0
CONT1021,202201,MBR005186,PLANB3,CALL808950,O,PR,2024-05-17,2024-06-08,0
CONT1021,202201,MBR005186,PLANB3,CALL469561,C,VP,2023-05-25,2023-06-02,0
CONT1021,202201,MBR005186,PLANB3,CALL928849,O,BP,2024-10-21,2024-11-02,0
CONT1021,202201,MBR005186,PLANB3,CALL868341,O,AP,2023-06-23,2023-07-04,0
CONT1021,202201,MBR005187,PLANB3,CALL961535,W,BP,2022-02-13,2022-03-08,0
CONT1021,202201,MBR005189,PLANB3,CALL597830,C,XP,2024-05-30,2024-06-17,0
CONT1021,202201,MBR005191,PLANB3,CALL971357,C,VP,2023-09-18,2023-09-29,0
CONT1021,202201,MBR005192,PLANB3,CALL462077,O,BC,2023-12-18,2023-12-20,0
CONT1021,202201,MBR005193,PLANB3,CALL150420,O,VP,2022-07-08,2022-08-04,1
CONT1021,202201,MBR005193,PLANB3,CALL361674,C,AR,2023-11-20,2023-12-14,0
CONT1021,202201,MBR005194,PLANB3,CALL928748,O,XC,2023-12-14,2024-01-02,0
CONT1021,202201,MBR005195,PLANB3,CALL493940,W,BP,2022-03-13,2022-03-21,1
CONT1021,202201,MBR005195,PLANB3,CALL246074,W,AR,2024-03-13,2024-04-10,1
CONT1021,202201,MBR005197,PLANB3,CALL826172,O,AR,2022-04-20,2022-05-17,0
CONT1021,202201,MBR005198,PLANB3,CALL203474,O,XC,2022-04-23,2022-04-24,0
CONT1021,202201,MBR005198,PLANB3,CALL455930,O,AC,2023-06-06,2023-06-29,0
CONT1021,202201,MBR005200,PLANB3,CALL511883,O,MT,2022-02-26,2022-03-17,0
CONT1021,202201,MBR005204,PLANB3,CALL925852,W,XP,2023-03-26,2023-04-03,0
CONT1021,202201,MBR005208,PLANB3,CALL542609,W,VP,2024-06-18,2024-06-28,0
CONT1021,202201,MBR005208,PLANB3,CALL544445,O,PR,2023-10-09,2023-10-21,0
CONT1021,202201,MBR005209,PLANB3,CALL337999,C,XC,2022-12-10,2023-01-06,0
CONT1021,202201,MBR005209,PLANB3,CALL607489,C,BC,2022-01-28,2022-02-19,0
CONT1021,202201,MBR005210,PLANB3,CALL198969,C,PR,2023-03-02,2023-03-29,0
CONT1021,202201,MBR005211,PLANB3,CALL681898,O,BC,2024-07-12,2024-08-07,0
CONT1021,202201,MBR005212,PLANB3,CALL757731,W,XP,2024-03-31,2024-04-10,0
CONT1021,202201,MBR005213,PLANB3,CALL563602,W,PR,2022-07-06,2022-07-17,0
CONT1021,202201,MBR005214,PLANB3,CALL907145,W,AR,2022-03-25,2022-04-11,0
CONT1021,202201,MBR005215,PLANB3,CALL399684,C,BC,2024-01-17,2024-01-31,1
CONT1021,202201,MBR005215,PLANB3,CALL664149,O,PR,2024-09-04,2024-09-24,0
CONT1021,202201,MBR005215,PLANB3,CALL849196,C,PR,2024-10-03,2024-10-24,1
CONT1021,202201,MBR005217,PLANB3,CALL342121,O,BP,2022-04-08,2022-04-16,0
CONT1021,202201,MBR005219,PLANB3,CALL891294,C,XP,2024-01-08,2024-02-02,0
CONT1021,202201,MBR005219,PLANB3,CALL216549,O,AR,2024-03-17,2024-03-21,0
CONT1021,202201,MBR005220,PLANB3,CALL847694,O,BP,2023-10-03,2023-10-26,0
CONT1021,202201,MBR005220,PLANB3,CALL951347,C,BP,2024-04-28,2024-05-15,0
CONT1021,202201,MBR005221,PLANB3,CALL655030,C,XC,2022-12-13,2022-12-19,0
CONT1021,202201,MBR005222,PLANB3,CALL129123,W,XC,2024-01-06,2024-01-18,0
CONT1021,202201,MBR005222,PLANB3,CALL518119,W,VP,2023-06-18,2023-07-04,0
CONT1021,202201,MBR005225,PLANB3,CALL982487,W,AP,2022-04-29,2022-05-27,0
CONT1021,202201,MBR005225,PLANB3,CALL104212,O,AP,2024-11-03,2024-11-15,0
CONT1021,202201,MBR005226,PLANB3,CALL596023,W,XC,2022-01-25,2022-02-20,0
CONT1021,202201,MBR005227,PLANB3,CALL723301,C,AP,2023-10-09,2023-10-11,0
CONT1021,202201,MBR005227,PLANB3,CALL918708,C,XC,2024-04-06,2024-04-19,0
CONT1021,202201,MBR005228,PLANB3,CALL923741,O,XC,2024-05-31,2024-06-12,0
CONT1021,202201,MBR005228,PLANB3,CALL947248,O,BP,2023-10-30,2023-11-09,0
CONT1021,202201,MBR005228,PLANB3,CALL416631,C,MT,2024-02-19,2024-03-17,1
CONT1021,202201,MBR005230,PLANB3,CALL831564,C,AR,2022-05-21,2022-06-08,0
CONT1021,202201,MBR005230,PLANB3,CALL465434,W,AC,2023-02-19,2023-03-13,0
CONT1021,202201,MBR005231,PLANB3,CALL572255,W,PR,2023-11-19,2023-12-05,0
CONT1021,202201,MBR005231,PLANB3,CALL924362,O,AC,2022-11-02,2022-11-20,0
CONT1021,202201,MBR005232,PLANB3,CALL405416,O,PR,2024-03-16,2024-04-09,0
CONT1021,202201,MBR005233,PLANB3,CALL224943,C,XC,2022-01-06,2022-01-12,0
CONT1021,202201,MBR005234,PLANB3,CALL219040,O,XC,2024-05-17,2024-05-25,0
CONT1021,202201,MBR005235,PLANB3,CALL125213,C,XC,2024-05-15,2024-06-01,0
CONT1021,202201,MBR005236,PLANB3,CALL860461,O,VP,2023-04-07,2023-04-20,0
CONT1021,202201,MBR005237,PLANB3,CALL738301,C,BC,2024-02-01,2024-02-26,0
CONT1021,202201,MBR005237,PLANB3,CALL317142,W,XC,2023-01-25,2023-01-25,0
CONT1021,202201,MBR005238,PLANB3,CALL358400,W,VP,2024-03-15,2024-04-02,1
CONT1021,202201,MBR005239,PLANB3,CALL683451,W,XC,2023-01-27,2023-01-31,0
CONT1021,202201,MBR005239,PLANB3,CALL473831,O,MT,2022-12-10,2023-01-04,0
CONT1021,202201,MBR005243,PLANB3,CALL248290,O,AP,2023-08-06,2023-08-24,1
CONT1021,202201,MBR005244,PLANB3,CALL161131,C,AR,2022-06-09,2022-06-19,0
CONT1021,202201,MBR005245,PLANB3,CALL935906,W,XC,2022-07-31,2022-08-09,0
CONT1021,202201,MBR005246,PLANB3,CALL903497,C,XC,2022-12-29,2023-01-12,0
CONT1021,202201,MBR005247,PLANB3,CALL399642,W,AR,2022-06-18,2022-06-21,1
CONT1021,202201,MBR005248,PLANB3,CALL788412,C,XP,2024-04-04,2024-04-05,0
CONT1021,202201,MBR005249,PLANB3,CALL701962,C,MT,2022-09-05,2022-10-04,0
CONT1021,202201,MBR005249,PLANB3,CALL458844,W,XC,2024-01-26,2024-02-23,0
CONT1021,202201,MBR005250,PLANB3,CALL434966,W,AR,2024-05-18,2024-05-31,0
CONT1021,202201,MBR005251,PLANB3,CALL490420,W,BC,2023-03-18,2023-04-15,0
CONT1021,202201,MBR005252,PLANB3,CALL540616,O,PR,2023-06-17,2023-06-17,1
CONT1021,202201,MBR005252,PLANB3,CALL160527,W,MT,2024-01-19,2024-02-07,0
CONT1021,202201,MBR005252,PLANB3,CALL815491,O,PR,2024-11-14,2024-11-14,0
CONT1021,202201,MBR005252,PLANB3,CALL864834,C,AP,2022-09-11,2022-09-20,0
CONT1021,202201,MBR005254,PLANB3,CALL752532,C,XP,2023-03-29,2023-03-30,0
CONT1021,202201,MBR005254,PLANB3,CALL646583,C,AR,2023-03-12,2023-03-25,0
CONT1021,202201,MBR005256,PLANB3,CALL270219,O,PR,2024-11-06,2024-11-06,1
CONT1021,202201,MBR005257,PLANB3,CALL965637,C,AC,2024-07-30,2024-08-12,0
CONT1021,202201,MBR005258,PLANB3,CALL531214,C,VP,2024-05-14,2024-05-31,1
CONT1021,202201,MBR005258,PLANB3,CALL258863,W,VP,2022-12-12,2022-12-16,0
CONT1021,202201,MBR005259,PLANB3,CALL392481,C,BP,2022-07-27,2022-08-02,0
CONT1021,202201,MBR005260,PLANB3,CALL174934,W,AC,2022-05-20,2022-05-29,0
CONT1021,202201,MBR005260,PLANB3,CALL149450,C,BP,2024-09-30,2024-10-13,1
CONT1021,202201,MBR005260,PLANB3,CALL919696,O,VP,2023-09-10,2023-10-03,0
CONT1021,202201,MBR005260,PLANB3,CALL356318,C,AC,2022-08-11,2022-08-15,0
CONT1021,202201,MBR005261,PLANB3,CALL590548,C,AP,2024-08-03,2024-08-22,0
CONT1021,202201,MBR005263,PLANB3,CALL657472,W,MT,2022-06-12,2022-06-29,1
CONT1021,202201,MBR005264,PLANB3,CALL442103,C,XC,2024-10-21,2024-11-14,0
CONT1021,202201,MBR005265,PLANB3,CALL473852,W,MT,2022-09-08,2022-09-22,0
CONT1021,202201,MBR005266,PLANB3,CALL298329,W,AC,2023-02-22,2023-03-01,1
CONT1021,202201,MBR005267,PLANB3,CALL115913,O,MT,2023-03-27,2023-04-08,0
CONT1021,202201,MBR005268,PLANB3,CALL288663,O,XC,2022-03-25,2022-04-10,1
CONT1021,202201,MBR005268,PLANB3,CALL278005,W,MT,2023-04-15,2023-04-16,0
CONT1021,202201,MBR005269,PLANB3,CALL483454,C,BC,2024-06-13,2024-07-03,0
CONT1022,202201,MBR005270,PLANB2,CALL472736,W,XP,2022-06-03,2022-06-30,1
CONT1022,202201,MBR005272,PLANB2,CALL228513,C,XC,2024-07-29,2024-08-05,1
CONT1022,202201,MBR005273,PLANB2,CALL521803,O,AR,2024-11-29,2024-12-07,0
CONT1022,202201,MBR005274,PLANB2,CALL497303,C,MT,2022-09-07,2022-10-04,0
CONT1022,202201,MBR005274,PLANB2,CALL326532,W,XP,2022-10-23,2022-11-02,0
CONT1022,202201,MBR005276,PLANB2,CALL675014,C,BC,2022-07-23,2022-08-21,0
CONT1022,202201,MBR005277,PLANB2,CALL362358,C,XC,2023-10-17,2023-11-02,0
CONT1022,202201,MBR005279,PLANB2,CALL548044,C,BP,2022-12-10,2022-12-13,0
CONT1022,202201,MBR005281,PLANB2,CALL361383,O,MT,2023-06-14,2023-07-08,0
CONT1022,202201,MBR005283,PLANB2,CALL484583,W,MT,2022-09-16,2022-10-01,0
CONT1022,202201,MBR005284,PLANB2,CALL467442,O,XP,2022-12-26,2023-01-02,1
CONT1022,202201,MBR005285,PLANB2,CALL308700,W,VP,2022-02-28,2022-03-12,1
CONT1022,202201,MBR005285,PLANB2,CALL674226,O,XC,2024-08-02,2024-08-31,0
CONT1022,202201,MBR005286,PLANB2,CALL984482,O,AP,2024-03-04,2024-03-15,0
CONT1022,202201,MBR005286,PLANB2,CALL751136,W,AC,2022-01-27,2022-02-19,1
CONT1022,202201,MBR005286,PLANB2,CALL181461,C,XC,2024-08-20,2024-09-10,1
CONT1022,202201,MBR005288,PLANB2,CALL872301,C,BP,2023-09-20,2023-10-19,0
CONT1022,202201,MBR005288,PLANB2,CALL539856,O,XP,2024-12-17,2024-12-26,1
CONT1022,202201,MBR005289,PLANB2,CALL715955,C,BC,2023-08-27,2023-09-24,0
CONT1022,202201,MBR005290,PLANB2,CALL517750,W,MT,2022-09-06,2022-10-04,0
CONT1022,202201,MBR005292,PLANB2,CALL879399,C,XP,2024-08-09,2024-08-30,1
CONT1022,202201,MBR005293,PLANB2,CALL561120,W,PR,2023-11-02,2023-11-09,0
CONT1022,202201,MBR005294,PLANB2,CALL506333,O,BC,2024-11-23,2024-12-07,0
CONT1022,202201,MBR005296,PLANB2,CALL154484,C,BP,2022-11-13,2022-11-17,0
CONT1022,202201,MBR005296,PLANB2,CALL980553,C,PR,2024-11-20,2024-12-03,0
CONT1022,202201,MBR005297,PLANB2,CALL756005,C,AR,2023-04-25,2023-05-24,0
CONT1022,202201,MBR005297,PLANB2,CALL793165,W,XP,2024-12-10,2024-12-24,0
CONT1022,202201,MBR005298,PLANB2,CALL967005,W,AR,2023-10-27,2023-11-01,0
CONT1022,202201,MBR005299,PLANB2,CALL330519,O,AR,2024-11-16,2024-12-14,1
CONT1022,202201,MBR005300,PLANB2,CALL369383,W,XP,2023-11-23,2023-12-10,0
CONT1022,202201,MBR005300,PLANB2,CALL843767,C,AR,2022-06-29,2022-07-28,0
CONT1022,202201,MBR005300,PLANB2,CALL651751,O,VP,2022-02-14,2022-02-17,0
CONT1022,202201,MBR005302,PLANB2,CALL543326,C,BP,2024-09-12,2024-10-05,0
CONT1022,202201,MBR005303,PLANB2,CALL742463,C,AR,2022-09-11,2022-10-09,0
CONT1022,202201,MBR005303,PLANB2,CALL208344,W,VP,2023-03-08,2023-04-05,0
CONT1022,202201,MBR005305,PLANB2,CALL620795,W,AC,2024-09-06,2024-09-28,0
CONT1022,202201,MBR005307,PLANB2,CALL258246,C,XC,2022-10-29,2022-11-04,0
CONT1022,202201,MBR005308,PLANB2,CALL267802,C,AC,2022-07-10,2022-08-03,0
CONT1022,202201,MBR005308,PLANB2,CALL740890,W,MT,2023-02-15,2023-02-27,0
CONT1022,202201,MBR005309,PLANB2,CALL497282,C,PR,2022-03-27,2022-04-06,0
CONT1022,202201,MBR005310,PLANB2,CALL800356,O,AP,2023-12-13,2024-01-02,0
CONT1022,202201,MBR005311,PLANB2,CALL578541,O,BC,2023-11-25,2023-12-03,0
CONT1022,202201,MBR005311,PLANB2,CALL869026,O,MT,2022-05-10,2022-06-03,0
CONT1022,202201,MBR005312,PLANB2,CALL738524,O,AP,2024-02-14,2024-02-16,0
CONT1022,202201,MBR005313,PLANB2,CALL870786,C,AC,2023-03-04,2023-03-13,0
CONT1022,202201,MBR005314,PLANB2,CALL342387,C,XC,2024-01-08,2024-01-28,0
CONT1022,202201,MBR005317,PLANB2,CALL651334,W,XC,2023-01-05,2023-01-13,0
CONT1022,202201,MBR005317,PLANB2,CALL698953,W,VP,2024-06-22,2024-07-04,0
CONT1022,202201,MBR005319,PLANB2,CALL306124,O,BC,2022-02-16,2022-03-03,0
